id,title,description,property_type,url,price,predicted_price,address,neighborhood,city,zip_code,latitude,longitude,living_area,rooms,bedrooms,bathrooms,year_built,floor,energy_label,has_balcony,has_garden,is_furnished,has_parking,scraped_at,listed_since,updated_at,is_active,property_age,amenity_score,bedroom_ratio,bathroom_ratio,area_per_room,area_per_bedroom,distance_to_center_km,is_central,neighborhood_avg_price,neighborhood_avg_area,neighborhood_property_count,property_type_house,property_type_studio,property_type_room,energy_label_encoded,price_difference,discount_pct,potential_savings
4753,Coöperatiehof 15-1,Apartment for sale: Coöperatiehof 15-1 1073 JP Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-cooperatiehof-15-1/43386796/,600000.0,847059.0538452755,Coöperatiehof 15-1,Zuid,amsterdam,1073 JP,52.3506469,4.8988568,102.0,3.0,2.0,1.0,1928.0,1.0,F,1,0,1,1,2026-05-03 19:04:17.616018+00:00,Log in to view,2026-05-03 19:04:17.616042+00:00,True,98.0,3,0.6666666666666666,0.3333333333333333,34.0,51.0,2.523924657209079,0,672188,76.31,84336,0,0,0,0,247059.05384527554,0.291666859262924,247059.05384527554
5167,J.J. Cremerplein 1-H,Apartment for sale: J.J. Cremerplein 1-H 1054 TE Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jj-cremerplein-1-h/43264503/,385000.0,522365.08678190684,J.J. Cremerplein 1-H,West,amsterdam,1054 TE,52.3594113,4.8594769,59.0,2.0,1.0,1.0,1912.0,0.0,D,0,1,0,1,2026-05-03 21:33:41.510139+00:00,Log in to view,2026-05-03 21:33:41.510149+00:00,True,114.0,2,0.5,0.5,29.5,59.0,2.698152381831758,0,515586,64.19,84063,0,0,0,2,137365.08678190684,0.2629675877232934,137365.08678190684
4867,Bos en Lommerweg 281-1,Apartment for sale: Bos en Lommerweg 281-1 1055 DX Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bos-en-lommerweg-281-1/43371534/,450000.0,607282.0160213432,Bos en Lommerweg 281-1,West,amsterdam,1055 DX,52.378485,4.8497915,75.0,5.0,3.0,1.0,1940.0,2.0,D,1,0,0,1,2026-05-03 19:52:23.350319+00:00,Log in to view,2026-05-03 19:52:23.350330+00:00,True,86.0,2,0.6,0.2,15.0,25.0,2.9559695698926793,0,515586,64.19,84063,0,0,0,2,157282.01602134318,0.25899337024960645,157282.01602134318
4907,Onstein 188,Apartment for sale: Onstein 188 1082 KN Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-onstein-188/43183988/,750000.0,997524.7747196478,Onstein 188,Zuid,amsterdam,1082 KN,52.3297688,4.8693791,135.0,4.0,3.0,2.0,1971.0,2.0,G,1,0,0,1,2026-05-03 20:02:36.158345+00:00,Log in to view,2026-05-03 20:02:36.158355+00:00,True,55.0,2,0.75,0.5,33.75,45.0,5.054985589834659,0,672188,76.31,84336,0,0,0,0,247524.77471964783,0.24813897458257528,247524.77471964783
5121,Driekamerappartement (Bouwnr. 2.1),Apartment for sale: Driekamerappartement (Bouwnr. 2.1) 1087 VL Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-driekamerappartement-bouwnr-21/43395772/,340200.0,452128.14035389473,Driekamerappartement (Bouwnr. 2.1),Zuid,amsterdam,1087 VL,,,54.0,3.0,2.0,1.0,1974.0,3.0,A++,0,1,0,1,2026-05-03 21:19:58.282754+00:00,Log in to view,2026-05-03 21:19:58.282763+00:00,True,52.0,2,0.6666666666666666,0.3333333333333333,18.0,27.0,3.1470176740040827,0,672188,76.31,84336,0,0,0,7,111928.14035389473,0.2475584471833253,111928.14035389473
4605,De Wittenstraat 74-1,Apartment for sale: De Wittenstraat 74-1 1052 BA Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-de-wittenstraat-74-1/43365504/,365000.0,483094.44780512084,De Wittenstraat 74-1,West,amsterdam,1052 BA,52.3833039,4.8786097,50.0,3.0,2.0,1.0,1906.0,1.0,D,1,0,0,1,2026-05-03 18:13:05.898844+00:00,Log in to view,2026-05-03 18:13:05.898871+00:00,True,120.0,2,0.6666666666666666,0.3333333333333333,16.666666666666668,25.0,1.4795081301036872,1,515586,64.19,84063,0,0,0,2,118094.44780512084,0.24445416075814613,118094.44780512084
4472,Haarlemmer Houttuinen 285,House for sale: Haarlemmer Houttuinen 285 1013 GM Amsterdam [funda],house,https://www.funda.nl/en/detail/koop/amsterdam/huis-haarlemmer-houttuinen-285/43387730/,400000.0,528741.4271852551,Haarlemmer Houttuinen 285,Centrum,amsterdam,1013 GM,52.3822887,4.889299,55.0,2.0,1.0,1.0,1905.0,3.0,D,0,1,0,1,2026-05-03 17:21:49.778589+00:00,Log in to view,2026-05-03 17:21:49.778599+00:00,True,121.0,2,0.5,0.5,27.5,55.0,1.0540872449668592,1,647612,71.4,57168,1,0,0,2,128741.4271852551,0.24348655234110864,128741.4271852551
4398,Sleutelbloemstraat 73-1,Apartment for sale: Sleutelbloemstraat 73-1 1031 AL Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-sleutelbloemstraat-73-1/43392449/,339000.0,446993.4250439505,Sleutelbloemstraat 73-1,Noord,amsterdam,1031 AL,52.3907627,4.9130466,63.0,3.0,2.0,1.0,1925.0,1.0,C,1,0,0,1,2026-05-03 16:55:14.865514+00:00,Log in to view,2026-05-03 16:55:14.865523+00:00,True,101.0,2,0.6666666666666666,0.3333333333333333,21.0,31.5,2.4217502329589053,0,463766,75.37,52528,0,0,0,3,107993.4250439505,0.24159958288722497,107993.4250439505
5085,Realengracht 124,Apartment for sale: Realengracht 124 1013 KW Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-realengracht-124/43379382/,495000.0,652293.5318393568,Realengracht 124,Centrum,amsterdam,1013 KW,52.3876838,4.888496,76.0,2.0,1.0,1.0,1981.0,3.0,C,0,1,0,1,2026-05-03 21:07:51.961266+00:00,Log in to view,2026-05-03 21:07:51.961277+00:00,True,45.0,2,0.5,0.5,38.0,76.0,1.6541268280371018,1,647612,71.4,57168,0,0,0,3,157293.53183935676,0.241139186825624,157293.53183935676
4890,Jodenbreestraat 112,Apartment for sale: Jodenbreestraat 112 1011 NS Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jodenbreestraat-112/43227498/,785000.0,1028871.9683705486,Jodenbreestraat 112,Centrum,amsterdam,1011 NS,52.3687811,4.9025771,120.0,5.0,4.0,2.0,1966.0,3.0,B,1,0,0,0,2026-05-03 19:57:31.522410+00:00,Log in to view,2026-05-03 19:57:31.522420+00:00,True,60.0,1,0.8,0.4,24.0,30.0,0.8351323301713421,1,647612,71.4,57168,0,0,0,4,243871.96837054857,0.23702848932387086,243871.96837054857
4399,Sleutelbloemstraat 75,Apartment for sale: Sleutelbloemstraat 75 1031 AL Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-sleutelbloemstraat-75/43392445/,339000.0,442157.31099375244,Sleutelbloemstraat 75,Noord,amsterdam,1031 AL,52.390781,4.9131199,63.0,3.0,2.0,1.0,1925.0,1.0,C,1,0,0,1,2026-05-03 16:55:14.892638+00:00,Log in to view,2026-05-03 16:55:14.892647+00:00,True,101.0,2,0.6666666666666666,0.3333333333333333,21.0,31.5,2.426290192614546,0,463766,75.37,52528,0,0,0,3,103157.31099375244,0.2333045466598878,103157.31099375244
4691,Silvoldestraat 86,House for sale: Silvoldestraat 86 1107 TH Amsterdam [funda],house,https://www.funda.nl/en/detail/koop/amsterdam/huis-silvoldestraat-86/89780504/,385000.0,501123.7463710937,Silvoldestraat 86,Zuidoost,amsterdam,1107 TH,52.2904417,4.9703858,95.0,4.0,3.0,1.0,1983.0,3.0,A,0,1,1,1,2026-05-03 18:44:53.361155+00:00,Log in to view,2026-05-03 18:44:53.361166+00:00,True,43.0,3,0.75,0.25,23.75,31.666666666666668,10.599734233553145,0,310870,74.96,44947,1,0,0,5,116123.74637109367,0.2317266886911828,116123.74637109367
4885,Lange Leidsedwarsstraat 9-C,Apartment for sale: Lange Leidsedwarsstraat 9-C 1017 NE Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-lange-leidsedwarsstraat-9-c/43255063/,839000.0,1087722.9203344744,Lange Leidsedwarsstraat 9-C,Centrum,amsterdam,1017 NE,52.364551,4.8838605,123.0,6.0,4.0,2.0,1902.0,3.0,D,1,0,1,1,2026-05-03 19:57:31.401575+00:00,Log in to view,2026-05-03 19:57:31.401586+00:00,True,124.0,3,0.6666666666666666,0.3333333333333333,20.5,30.75,1.103979248293058,1,647612,71.4,57168,0,0,0,2,248722.92033447442,0.2286638588602989,248722.92033447442
4748,Van Oldenbarneveldtstraat 84-H,Apartment for sale: Van Oldenbarneveldtstraat 84-H 1052 KG Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-oldenbarneveldtstraat-84-h/89745759/,750000.0,972208.3968604655,Van Oldenbarneveldtstraat 84-H,West,amsterdam,1052 KG,52.3742593,4.8737346,108.0,4.0,3.0,1.0,1893.0,3.0,A,0,1,0,1,2026-05-03 19:04:17.523253+00:00,Log in to view,2026-05-03 19:04:17.523268+00:00,True,133.0,2,0.75,0.25,27.0,36.0,1.2748253444279825,1,515586,64.19,84063,0,0,0,5,222208.39686046552,0.22856045841410028,222208.39686046552
4811,Jan Boterenbroodstraat 28,Apartment for sale: Jan Boterenbroodstraat 28 1019 GH Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-jan-boterenbroodstraat-28/43210375/,415000.0,535281.8358876832,Jan Boterenbroodstraat 28,Oost,amsterdam,1019 GH,52.3677656,4.9438179,61.0,3.0,2.0,1.0,1988.0,0.0,B,0,1,0,1,2026-05-03 19:25:48.858187+00:00,Log in to view,2026-05-03 19:25:48.858197+00:00,True,38.0,2,0.6666666666666666,0.3333333333333333,20.333333333333332,30.5,3.5389814571850313,0,553018,75.73,77556,0,0,0,4,120281.8358876832,0.22470748645564284,120281.8358876832
4840,Zuideinde 343,House for sale: Zuideinde 343 1035 PD Amsterdam [funda],house,https://www.funda.nl/en/detail/koop/amsterdam/huis-zuideinde-343/43360109/,550000.0,705310.6462867737,Zuideinde 343,Noord,amsterdam,1035 PD,52.4233833,4.8899987,97.0,4.0,3.0,1.0,1912.0,3.0,C,0,1,1,1,2026-05-03 19:36:50.194767+00:00,Log in to view,2026-05-03 19:36:50.194777+00:00,True,114.0,3,0.75,0.25,24.25,32.333333333333336,5.604735835620965,0,463766,75.37,52528,1,0,0,3,155310.64628677373,0.22020176088994642,155310.64628677373
4780,Balboastraat 11,Apartment for sale: Balboastraat 11 1057 VS Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-balboastraat-11/43361734/,499000.0,637507.4645347709,Balboastraat 11,West,amsterdam,1057 VS,52.3689971,4.8544582,76.0,4.0,3.0,1.0,1974.0,0.0,B,0,1,0,1,2026-05-03 19:13:31.160179+00:00,Log in to view,2026-05-03 19:13:31.160190+00:00,True,52.0,2,0.75,0.25,19.0,25.333333333333332,2.6140282572498017,0,515586,64.19,84063,0,0,0,4,138507.46453477093,0.2172640670738632,138507.46453477093
4393,Gentiaanplein 26,Apartment for sale: Gentiaanplein 26 1031 AV Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-gentiaanplein-26/43389919/,350000.0,446993.4250439505,Gentiaanplein 26,Noord,amsterdam,1031 AV,52.3904407,4.9134173,63.0,3.0,2.0,1.0,1925.0,1.0,C,1,0,0,1,2026-05-03 16:55:14.793335+00:00,Log in to view,2026-05-03 16:55:14.793346+00:00,True,101.0,2,0.6666666666666666,0.3333333333333333,21.0,31.5,2.407464124919759,0,463766,75.37,52528,0,0,0,3,96993.4250439505,0.21699071979507004,96993.4250439505
4493,Mary van der Sluisstraat 428,Apartment for sale: Mary van der Sluisstraat 428 1095 ME Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-mary-van-der-sluisstraat-428/89778368/,350000.0,445671.110718179,Mary van der Sluisstraat 428,Oost,amsterdam,1095 ME,52.3749457,4.9637286,50.0,2.0,1.0,1.0,2016.0,1.0,A+,0,0,0,1,2026-05-03 17:31:36.954541+00:00,Log in to view,2026-05-03 17:31:36.954552+00:00,True,10.0,1,0.5,0.5,25.0,50.0,4.846977049564645,0,553018,75.73,77556,0,0,0,6,95671.11071817903,0.21466751695888325,95671.11071817903
4970,Keizerrijk 13-A,Apartment for sale: Keizerrijk 13-A 1012 VM Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-keizerrijk-13-a/43265409/,555000.0,704485.1171605662,Keizerrijk 13-A,Centrum,amsterdam,1012 VM,52.3718466,4.8896661,78.0,3.0,2.0,1.0,1906.0,1.0,D,0,0,0,1,2026-05-03 20:27:34.441687+00:00,Log in to view,2026-05-03 20:27:34.441698+00:00,True,120.0,1,0.6666666666666666,0.3333333333333333,26.0,39.0,0.22559932821299986,1,647612,71.4,57168,0,0,0,2,149485.11716056615,0.21219059639338772,149485.11716056615
4559,Blankenstraat 276,Apartment for sale: Blankenstraat 276 1018 SJ Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-blankenstraat-276/43389628/,300000.0,380572.67256383155,Blankenstraat 276,Centrum,amsterdam,1018 SJ,52.3698882,4.9300973,37.0,2.0,1.0,1.0,1905.0,2.0,B,0,0,0,1,2026-05-03 17:51:15.379036+00:00,Log in to view,2026-05-03 17:51:15.379046+00:00,True,121.0,1,0.5,0.5,18.5,37.0,2.582515288020709,0,647612,71.4,57168,0,0,0,4,80572.67256383155,0.21171428841969073,80572.67256383155
4611,Insulindeweg 60-H,Apartment for sale: Insulindeweg 60-H 1094 PN Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-insulindeweg-60-h/89720779/,400000.0,507219.6186253096,Insulindeweg 60-H,Oost,amsterdam,1094 PN,52.3609427,4.934344,68.0,3.0,2.0,1.0,1984.0,2.0,B,1,1,0,1,2026-05-03 18:13:06.196444+00:00,Log in to view,2026-05-03 18:13:06.196472+00:00,True,42.0,3,0.6666666666666666,0.3333333333333333,22.666666666666668,34.0,3.14763345052072,0,553018,75.73,77556,0,0,0,4,107219.61862530961,0.21138697063000292,107219.61862530961
4371,Joost Bilhamerstraat 17,House for sale: Joost Bilhamerstraat 17 1067 AX Amsterdam [funda],house,https://www.funda.nl/en/detail/koop/amsterdam/huis-joost-bilhamerstraat-17/89593891/,595000.0,753573.1026431907,Joost Bilhamerstraat 17,Nieuw-West,amsterdam,1067 AX,52.3831652,4.7982534,125.0,5.0,3.0,1.0,1974.0,3.0,C,0,1,0,1,2026-05-03 16:45:46.249449+00:00,Log in to view,2026-05-03 16:45:46.249459+00:00,True,52.0,2,0.6,0.2,25.0,41.666666666666664,6.48974412802608,0,419951,78.08,75057,1,0,0,3,158573.10264319065,0.21042829433135093,158573.10264319065
4355,Van Beuningenstraat 5-C,Apartment for sale: Van Beuningenstraat 5-C 1051 XC Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-beuningenstraat-5-c/43243889/,535000.0,675611.0202599802,Van Beuningenstraat 5-C,West,amsterdam,1051 XC,52.3851664,4.8789997,73.0,3.0,2.0,1.0,1980.0,3.0,A,1,0,0,1,2026-05-03 16:40:52.767429+00:00,Log in to view,2026-05-03 16:40:52.767439+00:00,True,46.0,2,0.6666666666666666,0.3333333333333333,24.333333333333332,36.5,1.6301864405597444,1,515586,64.19,84063,0,0,0,5,140611.02025998023,0.20812422539506836,140611.02025998023
4930,Tjasker 1,Apartment for sale: Tjasker 1 1035 CP Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-tjasker-1/43379427/,325000.0,410222.35156220914,Tjasker 1,Noord,amsterdam,1035 CP,52.417169,4.8912444,95.0,4.0,3.0,1.0,1968.0,3.0,G,1,0,0,1,2026-05-03 20:12:47.332417+00:00,Log in to view,2026-05-03 20:12:47.332427+00:00,True,58.0,2,0.75,0.25,23.75,31.666666666666668,4.911994590212248,0,463766,75.37,52528,0,0,0,0,85222.35156220914,0.20774672866474803,85222.35156220914
4372,Van der Hoopstraat 49-F,Apartment for sale: Van der Hoopstraat 49-F 1051 VB Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-van-der-hoopstraat-49-f/43107583/,550000.0,691746.7481999954,Van der Hoopstraat 49-F,West,amsterdam,1051 VB,52.384292,4.8738957,74.0,3.0,2.0,1.0,1903.0,3.0,B,1,0,0,1,2026-05-03 16:45:46.263752+00:00,Log in to view,2026-05-03 16:45:46.263762+00:00,True,123.0,2,0.6666666666666666,0.3333333333333333,24.666666666666668,37.0,1.776001716914476,1,515586,64.19,84063,0,0,0,4,141746.74819999537,0.20491133289579852,141746.74819999537
4495,Bilderdijkkade 103-3,Apartment for sale: Bilderdijkkade 103-3 1053 VM Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-bilderdijkkade-103-3/89778649/,479000.0,600607.6712559108,Bilderdijkkade 103-3,West,amsterdam,1053 VM,52.3660412,4.8718471,65.0,2.0,2.0,1.0,1888.0,3.0,A,0,0,0,1,2026-05-03 17:31:37.007721+00:00,Log in to view,2026-05-03 17:31:37.007732+00:00,True,138.0,1,1.0,0.5,32.5,32.5,1.5955604789758226,1,515586,64.19,84063,0,0,0,5,121607.67125591077,0.20247438898277972,121607.67125591077
4815,Amstelkade 77-1,Apartment for sale: Amstelkade 77-1 1078 AM Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-amstelkade-77-1/43236007/,400000.0,497373.82612652413,Amstelkade 77-1,Zuid,amsterdam,1078 AM,52.3479765,4.898622,56.0,3.0,2.0,1.0,1924.0,1.0,C,1,0,0,1,2026-05-03 19:25:48.927104+00:00,Log in to view,2026-05-03 19:25:48.927114+00:00,True,102.0,2,0.6666666666666666,0.3333333333333333,18.666666666666668,28.0,2.8143816762058558,0,672188,76.31,84336,0,0,0,3,97373.82612652413,0.19577593554702605,97373.82612652413
4631,Koningsstraat 52-2,Apartment for sale: Koningsstraat 52-2 1011 EW Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-koningsstraat-52-2/89694717/,375000.0,463997.8593691468,Koningsstraat 52-2,Centrum,amsterdam,1011 EW,52.3721052,4.902145,42.0,2.0,1.0,1.0,1770.0,3.0,C,0,0,0,1,2026-05-03 18:23:31.181992+00:00,Log in to view,2026-05-03 18:23:31.182005+00:00,True,256.0,1,0.5,0.5,21.0,42.0,0.669001410203809,1,647612,71.4,57168,0,0,0,3,88997.85936914681,0.19180661628514542,88997.85936914681
4667,Leerdamhof 286,Apartment for sale: Leerdamhof 286 1108 CA Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-leerdamhof-286/43278663/,285000.0,352620.96003773337,Leerdamhof 286,Zuidoost,amsterdam,1108 CA,52.306281,4.9763076,73.0,3.0,2.0,1.0,1979.0,0.0,B,0,1,0,1,2026-05-03 18:33:06.120625+00:00,Log in to view,2026-05-03 18:33:06.120634+00:00,True,47.0,2,0.6666666666666666,0.3333333333333333,24.333333333333332,36.5,9.355985902802013,0,310870,74.96,44947,0,0,0,4,67620.96003773337,0.19176670618359545,67620.96003773337
4285,Droogbak 6-D,Apartment for sale: Droogbak 6-D 1013 GE Amsterdam [funda],apartment,https://www.funda.nl/en/detail/koop/amsterdam/appartement-droogbak-6-d/43396599/,790000.0,974262.7947255503,Droogbak 6-D,Centrum,amsterdam,1013 GE,52.3798628,4.8938646,101.0,4.0,3.0,1.0,1750.0,3.0,D,1,1,0,1,2026-05-03 16:19:26.532207+00:00,Log in to view,2026-05-03 16:19:26.532219+00:00,True,276.0,3,0.75,0.25,25.25,33.666666666666664,0.7695575156967918,1,647612,71.4,57168,0,0,0,2,184262.79472555034,0.18913048483746844,184262.79472555034
